"DEST","DEST_LONGITUDE","DEST_LATITUDE","DEST_ELEVATION","ORIGIN","ORIGIN_LONGITUDE","ORIGIN_LATITUDE","ORIGIN_ELEVATION","DAY_OF_WEEK","MONTH","YEAR","ORIGIN_DATE","ORIGIN_DATE_CST","DEST_DATE","DEST_DATE_CST","CRS_DEP_TIME","CRS_ARR_TIME","CRS_ELAPSED_TIME","MKT_CARRIER","OP_CARRIER","DISTANCE","ORIGIN_HourlyRelativeHumidity","ORIGIN_HourlyPressureTendency","DEST_HourlyPrecipitation","ORIGIN_HourlyDryBulbTemperature","DEST_HourlyDryBulbTemperature","ORIGIN_HourlyWindSpeed","DEST_HourlyDewPointTemperature","DEST_HourlyPressureTendency","DEST_HourlyRelativeHumidity","DEST_HourlyVisibility","DEST_HourlyStationPressure","ORIGIN_HourlyVisibility","ORIGIN_HourlyDewPointTemperature","DEST_HourlyWindDirection","ORIGIN_HourlyStationPressure","ORIGIN_HourlySeaLevelPressure","DEST_HourlyWindSpeed","DEST_HourlyPressureChange","ORIGIN_HourlyPressureChange","ORIGIN_HourlyWindDirection","ORIGIN_HourlyWetBulbTemperature","ORIGIN_HourlyPrecipitation","DEST_HourlySeaLevelPressure","DEST_HourlyWetBulbTemperature"
"LAX","-118.40806","33.9425","712.6","JFK","-73.77694","40.63861","1.5","3","11","2024","2024-11-13","2024-11-13","2024-11-13","2024-11-13","900","1198","298","American Airlines","American Airlines","3974","48","4","0","4.9","13.9","9.8","1","4","32","10","984","10","1","60","984","1032","2.1","0","0","20","5.1","0","1018","5.1"
